recno;ID_ROADKILL;SESION;DATE;TRANSECT;OBSERVER;P_V;METHODOLOGY;OBSERVED;SPECIE;GROUP;STATUS;latitude;longitude;precision;utm_n;utm_e;utm_zona;LOCATION;d1;d2;D_CONSENSUS
2181;364;APRIL;19/04/2023;LORA1;2;P;DRIVING;0;Psammodromus algirus;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
2182;364;APRIL;19/04/2023;LORA1;6;V;WALKING;1;Psammodromus algirus;LIZARD;4;37.604274;-5.474698;6;4164789;281548;30S;ROADWAY;NA;1.4;2
2183;364;APRIL;19/04/2023;LORA1;4;V;CYCLING;0;Psammodromus algirus;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
2184;364;APRIL;19/04/2023;LORA1;5;V;DRIVING;0;Psammodromus algirus;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
2185;365;APRIL;19/04/2023;LORA1;3;P;WALKING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2186;365;APRIL;19/04/2023;LORA1;1;P;CYCLING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2187;365;APRIL;19/04/2023;LORA1;2;P;DRIVING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2188;365;APRIL;19/04/2023;LORA1;6;V;WALKING;1;lizard;LIZARD;5;37.604321;-5.474724;4;4164794;281546;30S;ROADWAY;NA;0.2;1
2189;365;APRIL;19/04/2023;LORA1;4;V;CYCLING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2190;365;APRIL;19/04/2023;LORA1;5;V;DRIVING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2191;366;APRIL;19/04/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;4;37.605264;-5.475851;5;4164902;281449;30S;ROADWAY;5;5;6
2192;366;APRIL;19/04/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
2193;366;APRIL;19/04/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
2194;366;APRIL;19/04/2023;LORA1;6;V;WALKING;1;Passerine;SMALL_BIRD;4;37.60527;-5.475818;5;4164902;281452;30S;ROADWAY;NA;5.5;6
2195;366;APRIL;19/04/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
2196;366;APRIL;19/04/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
2197;367;APRIL;19/04/2023;LORA2;2;P;WALKING;0;Cyanopica cooki;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2198;367;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Cyanopica cooki;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2199;367;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Cyanopica cooki;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2200;367;APRIL;19/04/2023;LORA2;5;V;WALKING;1;Cyanopica cooki;MEDIUM_BIRD;6;37.626247;-5.545298;4;4167394;275381;30S;OUT;NA;1;1
2201;367;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Cyanopica cooki;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2202;367;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Cyanopica cooki;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2203;368;APRIL;19/04/2023;LORA2;2;P;WALKING;0;Curruca melanocephala;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2204;368;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Curruca melanocephala;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2205;368;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Curruca melanocephala;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2206;368;APRIL;19/04/2023;LORA2;5;V;WALKING;1;Curruca melanocephala;SMALL_BIRD;6;37.626351;-5.545262;4;4167406;275384;30S;OUT;NA;0.5;1
2207;368;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Curruca melanocephala;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2208;368;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Curruca melanocephala;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2209;369;APRIL;19/04/2023;LORA2;2;P;WALKING;1;Passerine;SMALL_BIRD;4;37.626416;-5.54525;7;4167413;275386;30S;ROADWAY;2.5;2.5;3
2210;369;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2211;369;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2212;369;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2213;369;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2214;369;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2215;370;APRIL;19/04/2023;LORA2;2;P;WALKING;1;Passerine;SMALL_BIRD;4;37.627921;-5.544381;4;4167578;275467;30S;ROADWAY;8;3.5;4
2216;370;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2217;370;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2218;370;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2219;370;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2220;370;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2221;371;APRIL;19/04/2023;LORA2;2;P;WALKING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2222;371;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2223;371;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2224;371;APRIL;19/04/2023;LORA2;5;V;WALKING;1;Passerine;SMALL_BIRD;6;37.627965;-5.544504;4;4167583;275456;30S;OUT;NA;1;1
2225;371;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2226;371;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
2227;372;APRIL;19/04/2023;LORA2;2;P;WALKING;1;Passerine;SMALL_BIRD;5;37.628013;-5.544419;5;4167588;275464;30S;ROADWAY;0.2;0.2;1
2228;372;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2229;372;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2230;372;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2231;372;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2232;372;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2233;373;APRIL;19/04/2023;LORA2;2;P;WALKING;1;Passerine;SMALL_BIRD;6;37.628092;-5.544433;5;4167597;275463;30S;OUT;2;2;2
2234;373;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2235;373;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2236;373;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2237;373;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2238;373;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2239;374;APRIL;19/04/2023;LORA2;2;P;WALKING;1;Rodent;SMALL_MAMMAL;4;37.628146;-5.544334;6;4167603;275472;30S;ROADWAY;4.5;4.5;5
2240;374;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
2241;374;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
2242;374;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
2243;374;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
2244;374;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
2245;375;APRIL;19/04/2023;LORA2;2;P;WALKING;0;domestic;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2246;375;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;domestic;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2247;375;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;domestic;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2248;375;APRIL;19/04/2023;LORA2;5;V;WALKING;1;domestic;DOMESTIC;6;37.628886;-5.543971;4;4167684;275506;30S;OUT;NA;2;2
2249;375;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;domestic;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2250;375;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;domestic;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2251;376;APRIL;19/04/2023;LORA2;2;P;WALKING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2252;376;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2253;376;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2254;376;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2255;376;APRIL;19/04/2023;LORA2;6;V;CYCLING;1;Rodent;SMALL_MAMMAL;4;37.63092;-5.542556;4;4167906;275637;30S;ROADWAY;NA;1;1
2256;376;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Rodent;SMALL_MAMMAL;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2257;377;APRIL;19/04/2023;LORA2;2;P;WALKING;0;Chloris chloris;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2258;377;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Chloris chloris;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2259;377;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Chloris chloris;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2260;377;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Chloris chloris;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2261;377;APRIL;19/04/2023;LORA2;6;V;CYCLING;1;Chloris chloris;SMALL_BIRD;1;37.632413;-5.541593;5;4168070;275726;30S;OUT;NA;1.5;2
2262;377;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Chloris chloris;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2263;378;APRIL;19/04/2023;LORA2;2;P;WALKING;1;Passerine;SMALL_BIRD;3;37.634197;-5.540381;6;4168265;275839;30S;ROADWAY;1;0;1
2264;378;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2265;378;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2266;378;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2267;378;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2268;378;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2269;379;APRIL;19/04/2023;LORA2;2;P;WALKING;1;Passerine;SMALL_BIRD;3;37.636585;-5.538406;7;4168525;276020;30S;SHOULDER;10;7;7
2270;379;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;7
2271;379;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;7
2272;379;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;7
2273;379;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;7
2274;379;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;7
2275;380;APRIL;19/04/2023;LORA2;2;P;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2276;380;APRIL;19/04/2023;LORA2;3;P;CYCLING;1;Passerine;SMALL_BIRD;5;37.640076;-5.531548;4;4168896;276636;30S;ROADWAY;2;0.5;1
2277;380;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2278;380;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2279;380;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2280;380;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2281;381;APRIL;19/04/2023;LORA2;2;P;WALKING;0;Carduelis carduelis;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;1
2282;381;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Carduelis carduelis;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;1
2283;381;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Carduelis carduelis;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;1
2284;381;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Carduelis carduelis;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;1
2285;381;APRIL;19/04/2023;LORA2;6;V;CYCLING;1;Carduelis carduelis;SMALL_BIRD;1;37.640443;-5.530825;5;4168935;276701;30S;SHOULDER;NA;1;1
2286;381;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Carduelis carduelis;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;1
2287;382;APRIL;19/04/2023;LORA2;2;P;WALKING;1;Cyanopica cooki;MEDIUM_BIRD;3;37.641937;-5.528018;6;4169094;276953;30S;ROADWAY;10;1.3;1
2288;382;APRIL;19/04/2023;LORA2;3;P;CYCLING;1;Cyanopica cooki;MEDIUM_BIRD;3;37.642149;-5.528022;5;4169118;276953;30S;ROADWAY;3;1;1
2289;382;APRIL;19/04/2023;LORA2;1;P;DRIVING;0;Cyanopica cooki;MEDIUM_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2290;382;APRIL;19/04/2023;LORA2;5;V;WALKING;1;Cyanopica cooki;MEDIUM_BIRD;3;37.641999;-5.528026;4;4169101;276952;30S;ROADWAY;NA;1;1
2291;382;APRIL;19/04/2023;LORA2;6;V;CYCLING;1;Cyanopica cooki;MEDIUM_BIRD;3;37.642015;-5.52803;5;4169103;276952;30S;ROADWAY;NA;1;1
2292;382;APRIL;19/04/2023;LORA2;4;V;DRIVING;1;Cyanopica cooki;MEDIUM_BIRD;3;37.641975;-5.528049;NA;NA;NA;NA;ROADWAY;NA;2;1
2293;383;APRIL;19/04/2023;LORA2;2;P;WALKING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;7
2294;383;APRIL;19/04/2023;LORA2;3;P;CYCLING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;7
2295;383;APRIL;19/04/2023;LORA2;1;P;DRIVING;1;Cat;DOMESTIC;6;37.638801;-5.534195;NA;NA;NA;NA;OUT;NA;7;7
2296;383;APRIL;19/04/2023;LORA2;5;V;WALKING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;7
2297;383;APRIL;19/04/2023;LORA2;6;V;CYCLING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;7
2298;383;APRIL;19/04/2023;LORA2;4;V;DRIVING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;7
2299;384;APRIL;20/04/2023;MAZAGON2;1;P;WALKING;1;lizard;LIZARD;4;37.090863;-6.709263;4;4107407;703592;29S;ROADWAY;1;1;1
2300;384;APRIL;20/04/2023;MAZAGON2;2;P;CYCLING;1;lizard;LIZARD;4;37.090887;-6.709217;4;4107410;703596;29S;ROADWAY;1.2;1.2;1
2301;384;APRIL;20/04/2023;MAZAGON2;3;P;DRIVING;0;lizard;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2302;384;APRIL;20/04/2023;MAZAGON2;4;V;WALKING;1;lizard;LIZARD;4;37.090907;-6.709206;5;4107412;703597;29S;ROADWAY;NA;1;1
2303;384;APRIL;20/04/2023;MAZAGON2;5;V;CYCLING;1;lizard;LIZARD;4;37.090881;-6.709232;4;4107409;703595;29S;ROADWAY;NA;1.2;1
2304;384;APRIL;20/04/2023;MAZAGON2;6;V;DRIVING;0;lizard;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2305;385;APRIL;20/04/2023;MAZAGON2;1;P;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2306;385;APRIL;20/04/2023;MAZAGON2;2;P;CYCLING;1;Passerine;SMALL_BIRD;5;37.091581;-6.711178;4;4107482;703420;29S;ROADWAY;1;1;1
2307;385;APRIL;20/04/2023;MAZAGON2;3;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2308;385;APRIL;20/04/2023;MAZAGON2;4;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2309;385;APRIL;20/04/2023;MAZAGON2;5;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2310;385;APRIL;20/04/2023;MAZAGON2;6;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2311;386;APRIL;20/04/2023;MAZAGON2;1;P;WALKING;1;Acanthodactylus erythrurus;LIZARD;4;37.091909;-6.712179;4;4107517;703330;29S;ROADWAY;3;3;3
2312;386;APRIL;20/04/2023;MAZAGON2;2;P;CYCLING;0;Acanthodactylus erythrurus;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2313;386;APRIL;20/04/2023;MAZAGON2;3;P;DRIVING;0;Acanthodactylus erythrurus;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2314;386;APRIL;20/04/2023;MAZAGON2;4;V;WALKING;0;Acanthodactylus erythrurus;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2315;386;APRIL;20/04/2023;MAZAGON2;5;V;CYCLING;0;Acanthodactylus erythrurus;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2316;386;APRIL;20/04/2023;MAZAGON2;6;V;DRIVING;0;Acanthodactylus erythrurus;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
2317;387;APRIL;20/04/2023;MAZAGON2;1;P;WALKING;1;Passerine;SMALL_BIRD;5;37.092014;-6.712336;6;4107528;703316;29S;ROADWAY;2;2;2
2318;387;APRIL;20/04/2023;MAZAGON2;2;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
2319;387;APRIL;20/04/2023;MAZAGON2;3;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
2320;387;APRIL;20/04/2023;MAZAGON2;4;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
2321;387;APRIL;20/04/2023;MAZAGON2;5;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
2322;387;APRIL;20/04/2023;MAZAGON2;6;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
2323;388;APRIL;20/04/2023;MAZAGON2;1;P;WALKING;0;lizard;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2324;388;APRIL;20/04/2023;MAZAGON2;2;P;CYCLING;1;lizard;LIZARD;4;37.092597;-6.71419;4;4107589;703150;29S;ROADWAY;4;4;4
2325;388;APRIL;20/04/2023;MAZAGON2;3;P;DRIVING;0;lizard;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2326;388;APRIL;20/04/2023;MAZAGON2;4;V;WALKING;0;lizard;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2327;388;APRIL;20/04/2023;MAZAGON2;5;V;CYCLING;0;lizard;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2328;388;APRIL;20/04/2023;MAZAGON2;6;V;DRIVING;0;lizard;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
2329;389;APRIL;20/04/2023;MAZAGON2;1;P;WALKING;1;Podarcis carbonelli;LIZARD;3;37.093131;-6.715788;4;4107645;703006;29S;ROADWAY;2;1;1
2330;389;APRIL;20/04/2023;MAZAGON2;2;P;CYCLING;1;Podarcis carbonelli;LIZARD;3;37.093172;-6.715734;4;4107649;703011;29S;ROADWAY;1;1;1
2331;389;APRIL;20/04/2023;MAZAGON2;3;P;DRIVING;0;Podarcis carbonelli;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2332;389;APRIL;20/04/2023;MAZAGON2;4;V;WALKING;1;Podarcis carbonelli;LIZARD;3;37.093182;-6.715784;4;4107650;703007;29S;ROADWAY;;1;1
2333;389;APRIL;20/04/2023;MAZAGON2;5;V;CYCLING;1;Podarcis carbonelli;LIZARD;3;37.093178;-6.715796;4;4107650;703006;29S;ROADWAY;;1;1
2334;389;APRIL;20/04/2023;MAZAGON2;6;V;DRIVING;0;Podarcis carbonelli;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2335;390;APRIL;20/04/2023;MAZAGON2;1;P;WALKING;1;Vulpes vulpes;LARGE_MAMMAL;6;37.102827;-6.727313;4;4108696;701956;29S;OUT;1;1;2
2336;390;APRIL;20/04/2023;MAZAGON2;2;P;CYCLING;0;Vulpes vulpes;LARGE_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2337;390;APRIL;20/04/2023;MAZAGON2;3;P;DRIVING;0;Vulpes vulpes;LARGE_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2338;390;APRIL;20/04/2023;MAZAGON2;4;V;WALKING;1;Vulpes vulpes;LARGE_MAMMAL;6;37.102778;-6.727348;4;4108690;701953;29S;OUT;NA;2;2
2339;390;APRIL;20/04/2023;MAZAGON2;5;V;CYCLING;0;Vulpes vulpes;LARGE_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2340;390;APRIL;20/04/2023;MAZAGON2;6;V;DRIVING;0;Vulpes vulpes;LARGE_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
2341;391;APRIL;20/04/2023;MAZAGON2;1;P;WALKING;0;Acanthodactylus erythrurus;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
2342;391;APRIL;20/04/2023;MAZAGON2;2;P;CYCLING;1;Acanthodactylus erythrurus;LIZARD;4;37.103825;-6.728717;4;4108804;701829;29S;ROADWAY;0.4;0.4;1
